iter	Logloss
253	0.05933481248
254	0.05906076492
255	0.05875332698
256	0.05853873535
257	0.05828700651
258	0.05801562917
259	0.05776468842
260	0.05754634175
261	0.05714481409
262	0.05681720116
263	0.05651017587
264	0.05601945048
265	0.05574179256
266	0.05545635873
267	0.0551606229
268	0.05478817402
269	0.05450684052
270	0.05400823294
271	0.05380546634
272	0.05369217978
273	0.05338168375
274	0.05306903607
275	0.05272028207
276	0.0524885597
277	0.05212806803
278	0.05172537649
279	0.05132858354
280	0.05106327372
281	0.05071493254
282	0.0504464257
283	0.05033249526
284	0.04993657551
285	0.04965643165
286	0.04943424092
287	0.04928064089
288	0.04916922213
289	0.0490238302
290	0.04878963084
291	0.04849567955
292	0.04824203963
293	0.04815063857
294	0.04791540894
295	0.04757306706
296	0.04747018214
297	0.04717961433
298	0.04707315082
299	0.04677319911
300	0.04640652311
301	0.04618824777
302	0.04575133835
303	0.04552659501
304	0.04536719334
305	0.0451996121
306	0.04493793543
307	0.04483579155
308	0.04452798719
309	0.04416902651
310	0.04399825811
311	0.04391711273
312	0.04368821005
313	0.04343423727
314	0.0431767509
315	0.04298678972
316	0.04273137163
317	0.04239565735
318	0.042183895
319	0.04209517202
320	0.041986052
321	0.04186509275
322	0.04163144869
323	0.04146943554
324	0.04129105419
325	0.04115963691
326	0.04097353517
327	0.04070236286
328	0.04054347119
329	0.04037608772
330	0.04029219799
331	0.04012160764
332	0.04000404339
333	0.03984617125
334	0.03973760736
335	0.0396491031
336	0.03948728695
337	0.03922552903
338	0.03887270852
339	0.0386997306
340	0.03846147278
341	0.03828212622
342	0.03816553777
343	0.03808965654
344	0.03801757555
345	0.03787610229
346	0.03774998025
347	0.03761466772
348	0.03752621027
349	0.03729503083
350	0.03714063734
351	0.0368654329
352	0.03677045446
353	0.03668493883
354	0.03649098891
355	0.03628296304
356	0.0361924124
357	0.03601177754
358	0.03586233623
359	0.03569882469
360	0.03560607779
361	0.03526270674
362	0.03508116732
363	0.03488362208
364	0.03481360656
365	0.03477124239
366	0.03461009777
367	0.03449877506
368	0.03442327673
369	0.03429262873
370	0.03414894428
371	0.0340819575
372	0.03395830005
373	0.03377379042
374	0.03366779499
375	0.03354152825
376	0.03348028031
377	0.03330232482
378	0.03324927209
379	0.03314592028
380	0.03289463951
381	0.03274435981
382	0.03255587319
383	0.03243810716
384	0.03233693667
385	0.03220232709
386	0.03210120091
387	0.03202305512
388	0.03189048454
389	0.03180085071
390	0.03172083616
391	0.03159885678
392	0.03146230178
393	0.03138711566
394	0.03131581071
395	0.03118468651
396	0.03113309074
397	0.03107759864
398	0.03096750035
399	0.03081858792
400	0.03078153701
401	0.03070391716
402	0.03061750265
403	0.03046668377
404	0.03035081848
405	0.0302740465
406	0.02998164091
407	0.02992274041
408	0.02985245523
409	0.02969162442
410	0.02963186066
411	0.02951423182
412	0.02936956346
413	0.02930907183
414	0.02924885856
415	0.02906724276
416	0.0290126804
417	0.02889556278
418	0.02885213014
419	0.02863733719
420	0.02859096005
421	0.02849618002
422	0.02843655299
423	0.02838471198
424	0.02830310236
425	0.02820633186
426	0.02807669987
427	0.02799890343
428	0.02782585872
429	0.02768493864
430	0.02761351364
431	0.0275598779
432	0.02749426922
433	0.02736513261
434	0.0272980959
435	0.02712530806
436	0.02699345443
437	0.02687497366
438	0.02671500584
439	0.02657728228
440	0.02642206681
441	0.02632449041
442	0.026259263
443	0.02619533249
444	0.02614206539
445	0.02609520524
446	0.02600428807
447	0.02595309698
448	0.02584405991
449	0.02579952267
450	0.02563608547
451	0.02559210126
452	0.025532067
453	0.02544603317
454	0.02538848242
455	0.02530765431
456	0.0252449071
457	0.02518648406
458	0.02515882885
459	0.02512846407
460	0.0250840349
461	0.02504806624
462	0.02496084333
463	0.02491473098
464	0.02474447521
465	0.02470502289
466	0.02462684121
467	0.02458338785
468	0.0245159662
469	0.024466262
470	0.02441433796
471	0.02426268491
472	0.02416283231
473	0.02402266794
474	0.02397877439
475	0.02394037847
476	0.02381714974
477	0.02379385193
478	0.02373800851
479	0.023716497
480	0.02361808922
481	0.02352768209
482	0.02343678756
483	0.02335808606
484	0.02324610246
485	0.02316269145
486	0.02305858692
487	0.02302564536
488	0.02298479614
489	0.02294842727
490	0.02287414233
491	0.02279157916
492	0.02277022318
493	0.02273775225
494	0.02264694922
495	0.02252876596
496	0.02243112397
497	0.0223828652
498	0.02236121384
499	0.022264597
